Activity ID,Activity Date,Activity Name,Activity Type,Activity Description,Elapsed Time,Distance,Max Heart Rate,Relative Effort,Commute,Activity Private Note,Activity Gear,Filename,Athlete Weight,Bike Weight,Elapsed Time,Moving Time,Distance,Max Speed,Average Speed,Elevation Gain,Elevation Loss,Elevation Low,Elevation High,Max Grade,Average Grade,Average Positive Grade,Average Negative Grade,Max Cadence,Average Cadence,Max Heart Rate,Average Heart Rate,Max Watts,Average Watts,Calories,Max Temperature,Average Temperature,Relative Effort,Total Work,Number of Runs,Uphill Time,Downhill Time,Other Time,Perceived Exertion,Type,Start Time,Weighted Average Power,Power Count,Prefer Perceived Exertion,Perceived Relative Effort,Commute,Total Weight Lifted,From Upload,Grade Adjusted Distance,Weather Observation Time,Weather Condition,Weather Temperature,Apparent Temperature,Dewpoint,Humidity,Weather Pressure,Wind Speed,Wind Gust,Wind Bearing,Precipitation Intensity,Sunrise Time,Sunset Time,Moon Phase,Bike,Gear,Precipitation Probability,Precipitation Type,Cloud Cover,Weather Visibility,UV Index,Weather Ozone,Jump Count,Total Grit,Average Flow,Flagged,Average Elapsed Speed,Dirt Distance,Newly Explored Distance,Newly Explored Dirt Distance,Activity Count,Total Steps,Carbon Saved,Pool Length,Training Load,Intensity,Average Grade Adjusted Pace,Timer Time,Total Cycles,Recovery,With Pet,Competition,Long Run,For a Cause,With Kid,Downhill Distance,Total Sets,Total Reps,Media
12682069223,"Oct 18, 2024, 1:50:19 AM",Evening Ride,Ride,,1519,6.47,166.0,26,false,,,activities/13521367009.fit.gz,,,1519.0,1444.0,6474.0,9.362,4.483,100.0,82.0,165.8,207.4,48.9,0.3,,,,,166.0,145.0,,,343.0,,,26.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,4.262,0.0,,,,,,,,,,,,,,,,,,,,,""
12681659124,"Oct 17, 2024, 11:50:07 PM",Evening E-Bike Ride,E-Bike Ride,,1002,4.06,117.0,1,false,,,activities/13520931910.fit.gz,,,1002.0,846.0,4068.7,9.768,4.809,54.0,46.0,200.6,218.8,25.6,0.2,,,,,117.0,93.0,,,87.0,,,1.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,4.061,93.1,,,,,,,,,,,,,,,,,,,,,""
12681350058,"Oct 17, 2024, 10:49:59 PM",Go hokies,Workout,"",2559,1.63,182.0,15,false,,,activities/13520606594.fit.gz,,,2559.0,1955.0,1636.7,2.442,0.837,0.0,0.0,183.6,183.9,1.7,0.0,,,114.0,57.0,182.0,117.0,,,358.0,,,15.0,,,,,,,,,,,0.0,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.64,0.0,,,,,,,,,,,2430.0,,,,,,,,,,media/5c7fa798-5bf9-4816-9ed7-f57212d46b49.mp4
12680995216,"Oct 17, 2024, 10:22:11 PM",Afternoon Ride,Ride,,499,2.00,123.0,0,false,,,activities/13520233946.fit.gz,,,499.0,416.0,1999.1,17.644,4.805,40.0,27.0,166.4,184.2,19.8,0.8,,,,,123.0,83.0,,,35.0,,,0.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,4.006,1102.6,,,,,,,,,,,,,,,,,,,,,""
12674007825,"Oct 16, 2024, 10:49:36 PM",Tempo interval,Run,"",3787,12.83,183.0,128,false,"",On Cloudsurfer,activities/13512751605.fit.gz,,,3787.0,3776.0,12830.7,6.584,3.398,110.0,51.0,121.2,184.0,21.2,0.5,,,101.0,80.0,183.0,159.0,,393.0,968.0,,,128.0,1484198.0,,,,,5.0,,,400.0,3788.0,0.0,68.0,0.0,,1.0,13193.2,,,,,,,,,,,,,,,,19487204.0,,,,,,,,,,0.0,3.388,0.0,,,,10012.0,,,952.0,301.0,3.494,,,,,,,,,,,,media/601d3214-dedc-4355-8ba4-e645d708024f.jpg|media/795b718f-2626-4167-b205-fbe248b33ce7.jpg|media/34a82d6b-3f20-49a4-aa1b-f7ca6d347ce3.jpg
12665637424,"Oct 15, 2024, 11:28:34 PM",Not Super Dry,Run,"Having so much fun running in such nice weather that i clocked sub 7:30 for the last two miles, something Ive never done since shamrock shuffle ",2512,8.18,168.0,32,false,"",On Cloudsurfer,activities/13503831341.fit.gz,,,2512.0,2494.0,8182.6,5.796,3.281,80.0,58.0,160.0,209.0,34.6,0.3,,,118.0,81.0,168.0,141.0,,398.0,580.0,,,32.0,994564.0,,,,,5.0,,,420.0,2513.0,,45.0,0.0,,1.0,8537.0,,,,,,,,,,,,,,,,19487204.0,,,,,,,,,,0.0,3.257,0.0,,,,6690.0,,,,,3.423,,,,,,,,,,,,""
12657940509,"Oct 15, 2024, 2:28:00 AM",Night Weight Training,Weight Training,,2125,0,167.0,11,false,,,activities/13495609207.fit.gz,,,2125.0,2125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,167.0,119.0,,,293.0,,,11.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,32.0,,,,,,,,,,""
12655268035,"Oct 14, 2024, 5:35:02 PM",Lunch Ride,Ride,,812,2.86,125.0,1,false,,,activities/13492764778.fit.gz,,,812.0,618.0,2863.5,8.616,4.633,46.0,24.0,160.0,187.0,46.0,0.8,,,,,125.0,96.0,,,83.0,,,1.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,3.526,0.0,,,,,,,,,,,,,,,,,,,,,""
12648944368,"Oct 13, 2024, 7:44:21 PM",Afternoon Ride,Ride,"",2088,9.02,151.0,12,false,"",,activities/13485914602.fit.gz,,,2088.0,1901.0,9028.0,14.607,4.749,169.0,136.0,158.4,192.6,49.6,0.3,,,,,151.0,126.0,,,341.0,,,12.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,4.324,0.0,,,,,,,,,,,,,,,,,,,,,""
12641747370,"Oct 13, 2024, 3:25:56 AM",Night Ride,Ride,,1415,6.10,130.0,4,false,,,activities/13478179765.fit.gz,,,1415.0,1319.0,6108.8,12.771,4.631,73.0,61.0,165.6,192.2,44.9,0.2,,,,,130.0,114.0,,,197.0,,,4.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,4.317,45.3,,,,,,,,,,,,,,,,,,,,,""
12641095694,"Oct 12, 2024, 11:49:14 PM",Evening Ride,Ride,,875,3.18,143.0,3,false,,,activities/13477475596.fit.gz,,,875.0,674.0,3180.6,9.044,4.719,50.0,46.0,186.4,201.6,44.8,0.2,,,,,143.0,114.0,,,127.0,,,3.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,3.635,0.0,,,,,,,,,,,,,,,,,,,,,""
12640059198,"Oct 12, 2024, 8:08:51 PM",Afternoon Ride,Ride,,950,3.86,142.0,6,false,,,activities/13476354276.fit.gz,,,950.0,851.0,3860.4,7.377,4.536,37.0,37.0,166.6,185.0,43.7,0.0,,,,,142.0,131.0,,,181.0,,,6.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,4.064,0.0,,,,,,,,,,,,,,,,,,,,,""
12639461096,"Oct 12, 2024, 3:27:26 PM",Gas pedal 🙂‍↕️,Run,"",8081,25.76,182.0,256,false,"",On Cloudsurfer,activities/13475698829.fit.gz,,,8081.0,7985.0,25761.3,6.418,3.226,241.0,225.0,159.2,190.6,27.1,0.1,,,108.0,80.0,182.0,158.0,,380.0,1980.0,,,256.0,3030242.0,,,,,4.0,,,384.0,8082.0,0.0,88.0,0.0,,1.0,26467.4,,,,,,,,,,,,,,,,19487204.0,,,,,,,,,,0.0,3.188,0.0,,,,21378.0,,,,,3.315,,,,,,,,,,,,media/7a92a07e-1c48-4b5a-a96b-2034c703f618.mp4
12633757808,"Oct 12, 2024, 5:04:41 AM",Night Ride,Ride,,1081,4.42,136.0,3,false,,,activities/13469513798.fit.gz,,,1081.0,1037.0,4423.6,16.487,4.266,46.0,47.0,183.0,207.0,35.1,0.0,,,,,136.0,115.0,,,153.0,,,3.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,4.092,0.0,,,,,,,,,,,,,,,,,,,,,""
12632927224,"Oct 11, 2024, 11:57:01 PM",John summit,Ride,"",1367,6.48,147.0,5,false,,,activities/13468614912.fit.gz,,,1367.0,1227.0,6487.7,10.24,5.287,97.0,43.0,115.0,168.8,31.5,0.7,,,,,147.0,122.0,,,217.0,,,5.0,,,,,,,,,,,0.0,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,4.746,0.0,,,,,,,,,,,,,,,,,,,,,media/f88b7e91-7fb1-43bf-ba53-3fa06dc52c99.jpg|media/cfd31117-4cad-43d7-9de9-f48713820315.jpg
12625509513,"Oct 10, 2024, 10:55:18 PM",Afternoon Run,Run,"",2915,8.87,165.0,61,false,"",On Cloudsurfer,activities/13460616330.fit.gz,,,2915.0,2838.0,8875.5,5.456,3.127,57.0,33.0,158.8,190.6,26.9,0.3,,,87.0,79.0,165.0,146.0,,366.0,672.0,,,61.0,1041406.0,,,,,,,,365.0,2916.0,,,0.0,,1.0,9080.4,,,,,,,,,,,,,,,,19487204.0,,,,,,,,,,0.0,3.045,0.0,,,,7502.0,,,,,3.2,,,,,,,,,,,,""
12618399175,"Oct 10, 2024, 1:43:10 AM",Evening Ride,Ride,,915,3.75,146.0,6,false,,,activities/13452981587.fit.gz,,,915.0,810.0,3753.4,6.232,4.634,65.0,47.0,173.2,196.6,48.7,0.5,,,,,146.0,132.0,,,180.0,,,6.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,4.102,0.0,,,,,,,,,,,,,,,,,,,,,""
12618207251,"Oct 9, 2024, 11:23:50 PM",Yasso,Run,wish my marathon is this weekend ,4872,15.85,180.0,106,false,"",On Cloudsurfer,activities/13452778058.fit.gz,,,4872.0,4864.0,15852.8,5.388,3.259,72.0,69.0,172.4,190.8,21.3,0.0,,,114.0,81.0,180.0,150.0,,382.0,1168.0,,,106.0,1858523.0,,,,,,,,385.0,4873.0,0.0,,0.0,,1.0,16031.1,,,,,,,,,,,,,,,,19487204.0,,,,,,,,,,0.0,3.254,0.0,,,,13068.0,,,,,3.296,,,,,,,,,,,,""
12610096464,"Oct 8, 2024, 11:23:27 PM",Evening Run,Run,"",3332,6.99,154.0,30,false,"",On Cloudsurfer,activities/13444144899.fit.gz,,,3332.0,2629.0,6993.2,5.876,2.66,38.0,57.0,175.6,225.6,37.7,-0.3,,,84.0,80.0,154.0,142.0,,357.0,538.0,,,30.0,827315.0,,,,,,,,345.0,2634.0,,,0.0,,1.0,7074.8,,,,,,,,,,,,,,,,19487204.0,,,,,,,,,,0.0,2.099,0.0,,,,6170.0,,,,,2.691,,,,,,,,,,,,""
12602405584,"Oct 8, 2024, 2:23:04 AM",Night Weight Training,Weight Training,,2592,0,166.0,14,false,,,activities/13435972133.fit.gz,,,2592.0,2592.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,166.0,121.0,,,371.0,,,14.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,6.0,,,,,,,,,,""
12599512157,"Oct 7, 2024, 5:41:58 PM",No egg tarts 😒,Ride,"",1077,2.35,115.0,1,false,,,activities/13432921220.fit.gz,,,1077.0,720.0,2350.1,10.949,3.264,23.0,2.0,178.4,346.6,46.0,7.2,,,,,115.0,100.0,,,87.0,,,1.0,,,,,,,,,,,0.0,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.182,107.1,,,,,,,,,,,,,,,,,,,,,""
12593900528,"Oct 6, 2024, 8:48:21 PM",Afternoon Tennis,Workout,,6933,2.33,173.0,9,false,,,activities/13426885208.fit.gz,,,6933.0,2837.0,2335.1,4.293,0.823,0.0,0.0,178.1,178.3,1.7,0.0,,,123.0,58.0,173.0,103.0,,,595.0,,,9.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.337,0.0,,,,,,,,,,,4758.0,,,,,,,,,,""
12593339645,"Oct 6, 2024, 8:17:11 PM",Afternoon E-Bike Ride,E-Bike Ride,cruising with [strava://athletes/88348816/15]William Hammond to waveland tennis courts,1156,6.41,121.0,2,false,"",,activities/13426282923.fit.gz,,,1156.0,1021.0,6410.8,9.918,6.279,92.0,76.0,174.4,198.4,37.2,0.3,,,,,121.0,104.0,,,127.0,,,2.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,5.546,0.0,,,,,,,,,,,,,,,,,,,,,""
12593006726,"Oct 6, 2024, 7:09:32 PM",Afternoon E-Bike Ride,E-Bike Ride,,627,3.28,120.0,1,false,,,activities/13425922872.fit.gz,,,627.0,557.0,3287.8,10.017,5.903,52.0,45.0,170.2,187.6,48.9,0.2,,,,,120.0,100.0,,,66.0,,,1.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,5.244,0.0,,,,,,,,,,,,,,,,,,,,,""
12585435878,"Oct 6, 2024, 12:00:03 AM",Evening Ride,Ride,,1311,4.66,117.0,3,false,,,activities/13417825332.fit.gz,,,1311.0,1200.0,4664.8,6.836,3.887,29.0,22.0,182.8,193.2,9.6,0.1,,,,,117.0,105.0,,,143.0,,,3.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,3.558,0.0,,,,,,,,,,,,,,,,,,,,,""
12584515156,"Oct 5, 2024, 9:16:34 PM",Afternoon E-Bike Ride,E-Bike Ride,,814,4.97,115.0,2,false,,,activities/13417002854.fit.gz,,,814.0,786.0,4974.2,9.59,6.329,53.0,46.0,172.4,190.0,9.3,0.2,,,,,115.0,103.0,,,90.0,,,2.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,6.111,0.0,,,,,,,,,,,,,,,,,,,,,""
12582794294,"Oct 5, 2024, 3:28:29 PM",Morning Run,Run,The fatigue from my last minute half from last sunday started to kick in. Taking it easy today since i didn't get home until 2:30am this morning and leg day on thursday was too much,7603,22.56,162.0,170,false,"",On Cloudsurfer,activities/13415822828.fit.gz,,,7603.0,7462.0,22565.0,9.24,3.024,248.0,234.0,174.8,203.4,48.3,0.1,,,83.0,79.0,162.0,149.0,,363.0,1695.0,,,170.0,2711613.0,,,,,4.0,,,369.0,7604.0,0.0,82.0,0.0,,1.0,23294.9,,,,,,,,,,,,,,,,19487204.0,,,,,,,,,,0.0,2.968,0.0,,,,19718.0,,,,,3.122,,,,,,,,,,,,media/6e3681ce-ea86-42c8-a970-580b9bac5ded.jpg
12569472426,"Oct 4, 2024, 2:24:46 AM",Night Weight Training,Weight Training,,2427,0,176.0,19,false,,,activities/13401501550.fit.gz,,,2427.0,2427.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,176.0,125.0,,,352.0,,,19.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,8.0,,,,,,,,,,""
12561249508,"Oct 2, 2024, 11:40:14 PM",Evening Run,Run,"",4728,14.87,171.0,102,false,"",On Cloudsurfer,activities/13392703232.fit.gz,,,4728.0,4593.0,14869.5,6.636,3.237,58.0,51.0,179.2,195.4,21.7,0.0,,,113.0,81.0,171.0,151.0,,384.0,1096.0,,,102.0,1720123.0,,,,,,,,386.0,4730.0,0.0,,0.0,,1.0,15022.8,,,,,,,,,,,,,,,,19487204.0,,,,,,,,,,0.0,3.145,353.2,,,,12116.0,,,,,3.271,,,,,,,,,,,,media/a82fb1cd-ef8c-470a-9cdc-46f7cac042f9.jpg
12553597385,"Oct 2, 2024, 4:27:08 AM",Retrieving my watch Night Ride,Ride,The dolphins should put [strava://athletes/48131721/15]Stephen Horvath at qb cuz concussion can't seem to stop this dude ,1241,6.20,152.0,7,false,"",,activities/13384534374.fit.gz,,,1241.0,1241.0,6203.6,8.378,4.999,33.0,20.0,169.6,185.8,8.5,0.2,,,,,152.0,126.0,,,211.0,,,7.0,,,,,,3.0,,,,,,10.0,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,4.999,0.0,,,,,,,,,,,,,,,,,,,,,""
12526077790,"Sep 28, 2024, 5:40:40 PM",Lunch Ride,Ride,,949,3.63,146.0,4,false,,,activities/13355132297.fit.gz,,,949.0,839.0,3632.4,6.574,4.329,25.0,17.0,171.0,183.2,23.7,0.2,,,,,146.0,127.0,,,173.0,,,4.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,3.828,0.0,,,,,,,,,,,,,,,,,,,,,""
12523931549,"Sep 28, 2024, 11:37:22 AM",Morning Run,Run,"",8042,22.54,187.0,91,false,"",On Cloudsurfer,activities/13352842400.fit.gz,,,8042.0,7463.0,22542.3,4.736,3.021,79.0,74.0,175.8,195.0,18.8,0.0,,,86.0,82.0,187.0,142.0,,348.0,1761.0,,,91.0,2595054.0,,,,,4.0,,,341.0,8043.0,,82.0,0.0,,1.0,22845.5,,,,,,,,,,,,,,,,19487204.0,,,,,,,,,,0.0,2.803,5771.0,,,,20576.0,,,,,3.061,,,,,,,,,,,,""
12520196166,"Sep 28, 2024, 3:49:37 AM",Night Ride,Ride,Ultimate bad beat ,1191,5.00,132.0,4,false,,,activities/13348853103.fit.gz,,,1191.0,1100.0,5005.5,6.952,4.55,25.0,25.0,182.4,190.8,48.2,0.1,,,,,132.0,120.0,,,184.0,,,4.0,,,,,,,,,,,0.0,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,4.203,0.0,,,,,,,,,,,,,,,,,,,,,""
12519822707,"Sep 28, 2024, 1:29:14 AM",Evening Ride,Ride,"",1220,5.24,135.0,4,false,,,activities/13348452757.fit.gz,,,1220.0,1063.0,5241.0,7.143,4.93,10.0,29.0,188.8,210.2,7.2,-0.4,,,,,135.0,121.0,,,192.0,,,4.0,,,,,,,,,,,0.0,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,4.296,0.0,,,,,,,,,,,,,,,,,,,,,media/4f42726d-fd3d-4aa5-bded-519e61d1f5c7.jpg|media/24c345d9-a570-4992-9fb8-3577c6840b83.jpg
12513457211,"Sep 27, 2024, 5:19:30 AM",Night Ride,Ride,"",986,5.73,156.0,11,false,,,activities/13341636826.fit.gz,,,986.0,971.0,5735.0,9.966,5.906,31.0,24.0,180.0,189.2,9.8,0.1,,,,,156.0,134.0,,,191.0,,,11.0,,,,,,,,,,,0.0,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,5.816,0.0,,,,,,,,,,,,,,,,,,,,,media/78ab2c96-b264-4d48-96ea-1b71f70d98a7.mp4|media/fd453de5-d04a-43b3-bb94-58fb97963830.jpg|media/8c0afb5e-242a-4d61-9b4b-4262e88f3e36.mp4|media/23d17836-6f1a-4ca5-880e-2b4e1272bb34.mp4
12512848346,"Sep 27, 2024, 1:25:48 AM",Evening Ride,Ride,fred again b2b four tet ,1406,6.32,141.0,5,false,,,activities/13340980620.fit.gz,,,1406.0,1308.0,6320.0,7.168,4.832,23.0,25.0,177.2,185.8,10.7,0.0,,,,,141.0,121.0,,,208.0,,,5.0,,,,,,,,,,,0.0,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,4.495,576.3,,,,,,,,,,,,,,,,,,,,,""
12509176591,"Sep 26, 2024, 2:44:07 PM",Morning Ride,Ride,bus took too long and i dont have my 100 lb laptop in my bag so YOLO ,2076,8.88,153.0,13,false,,,activities/13337106130.fit.gz,,,2076.0,1856.0,8888.0,7.066,4.789,46.0,35.0,178.0,193.4,36.4,0.1,,,,,153.0,130.0,,,358.0,,,13.0,,,,,,,,,,,0.0,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,4.281,538.6,,,,,,,,,,,,,,,,,,,,,""
12505518237,"Sep 25, 2024, 11:54:36 PM",Evening Run,Run,Got swept up by ffrt so joined a group that was going at 6:30 mile pace for like 800m because i was borderline about to cramp. It's not surprising considering i was going too hard on monday but none of that matters BECAUSE IM GOING TO FRED AGAIN AND UNCLE FOUR TET TOMORROW  ,3696,12.85,174.0,117,false,"",On Cloudsurfer,activities/13333161491.fit.gz,,,3696.0,3687.0,12855.3,6.3,3.487,17.0,32.0,178.8,197.6,15.1,-0.1,,,87.0,81.0,174.0,159.0,,399.0,929.0,,,117.0,1467704.0,,,,,5.0,,,404.0,3699.0,,66.0,0.0,,1.0,12886.3,,,,,,,,,,,,,,,,19487204.0,,,,,,,,,,0.0,3.478,21.2,,,,9922.0,,,,,3.495,,,,,,,,,,,,""
12497403164,"Sep 25, 2024, 2:18:21 AM",Night Weight Training,Weight Training,,2309,0,170.0,16,false,,,activities/13324524937.fit.gz,,,2309.0,2309.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,170.0,118.0,,,330.0,,,16.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,12.0,,,,,,,,,,""
12488441539,"Sep 24, 2024, 1:29:39 AM",Evening Ride,Ride,,1445,6.06,136.0,4,false,,,activities/13315000160.fit.gz,,,1445.0,1275.0,6069.0,8.187,4.76,22.0,25.0,181.4,193.2,5.6,-0.1,,,,,136.0,117.0,,,200.0,,,4.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,4.2,0.0,,,,,,,,,,,,,,,,,,,,,""
12488119511,"Sep 23, 2024, 11:39:41 PM",Evening Run,Run,"",3503,11.48,173.0,84,false,"",On Cloudsurfer,activities/13314660969.fit.gz,,,3503.0,3434.0,11483.6,4.434,3.344,39.0,35.0,178.8,192.0,8.3,0.0,,,86.0,82.0,173.0,152.0,,385.0,845.0,,,84.0,1319467.0,,,,,5.0,,,385.0,3504.0,,62.0,0.0,,1.0,11589.4,,,,,,,,,,,,,,,,19487204.0,,,,,,,,,,0.0,3.278,0.0,,,,9326.0,,,,,3.375,,,,,,,,,,,,""
12470161743,"Sep 21, 2024, 7:20:46 PM",Afternoon Swim,Swim,,3051,700,180.0,49,false,,,activities/13295475007.fit.gz,,,3051.0,1342.0,700.0,5.0,0.522,0.0,0.0,0.0,0.0,0.0,0.0,,,,20.0,180.0,132.0,,,244.0,,,49.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.229,0.0,,,,,,25.0,,,,,,,,,,,,,,,""
12469181739,"Sep 21, 2024, 4:47:25 PM",Lunch E-Bike Ride,E-Bike Ride,,1936,13.36,176.0,39,false,,,activities/13294416526.fit.gz,,,1936.0,1792.0,13366.3,10.582,7.459,87.0,83.0,175.6,189.0,36.9,0.0,,,,,176.0,149.0,,,445.0,,,39.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,6.904,0.0,,,,,,,,,,,,,,,,,,,,,""
12467836942,"Sep 21, 2024, 12:05:34 PM",Morning Run,Run,Lost my earbuds case 😭,10483,32.21,182.0,359,false,"",On Cloudsurfer,activities/13292977429.fit.gz,,,10483.0,10172.0,32212.3,7.226,3.167,81.0,86.0,178.6,194.6,48.8,0.0,,,116.0,82.0,182.0,161.0,,360.0,2519.0,,,359.0,3661361.0,,,,,,,,359.0,10484.0,0.0,,0.0,,1.0,32422.8,,,,,,,,,,,,,,,,19487204.0,,,,,,,,,,0.0,3.073,2664.8,,,,27792.0,,,,,3.187,,,,,,,,,,,,media/2cf3c233-9630-402a-84bd-e863ade091eb.jpg|media/53a40fcb-1860-4d78-8cd9-a2152138282e.jpg|media/d027514b-ed63-4045-b836-24486b437bc1.jpg|media/6b1f2b28-f5ec-4649-ae2b-d9f005a951b7.jpg
12454960488,"Sep 19, 2024, 11:44:06 PM",Evening Run,Run,"",1927,6.35,173.0,57,false,"",On Cloudsurfer,activities/13279179857.fit.gz,,,1927.0,1847.0,6350.1,7.434,3.438,15.0,7.0,174.0,183.4,14.2,0.1,,,86.0,83.0,173.0,157.0,,395.0,474.0,,,57.0,728152.0,,,,,4.0,,,389.0,1928.0,,20.0,0.0,,1.0,6422.5,,,,,,,,,,,,,,,,19487204.0,,,,,,,,,,0.0,3.295,0.0,,,,5094.0,,,,,3.477,,,,,,,,,,,,""
12446626678,"Sep 18, 2024, 11:40:45 PM",Evening Run,Run,"Some chick slowly crept upon me after like 1.5 mile or so. Im thinking ""maybe ill just let her pass me since im dogshit tired today anyways"". Well she took a little longer than i expected to pass me. Even after she passed me, it didn't seem like she could blew pass me. Now im thinking ""what if i match her pace instead?"" So i did and she turned out to be doing a 7:10 pace, which was very different from what im doing like 8:30. She stopped after like 1.5 miles since i start keeping up with her but i was too shameful to drop back to 8:30 so im like lets see what i really got",3736,12.95,177.0,146,false,"",On Cloudsurfer,activities/13270277385.fit.gz,,,3736.0,3685.0,12957.2,5.418,3.516,23.0,28.0,181.4,193.4,7.9,0.0,,,86.0,82.0,177.0,164.0,,402.0,967.0,,,146.0,1481902.0,,,,,5.0,,,403.0,3737.0,,66.0,0.0,,1.0,13004.5,,,,,,,,,,,,,,,,19487204.0,,,,,,,,,,0.0,3.468,0.0,,,,10038.0,,,,,3.529,,,,,,,,,,,,""
12432502852,"Sep 16, 2024, 11:34:38 PM",Evening Run,Run,watch died ,1733,5.49,167.0,42,false,"",On Cloudsurfer,activities/13255270927.fit.gz,,,1733.0,1694.0,5498.5,4.458,3.246,19.0,15.0,180.4,189.8,8.3,0.1,,,88.0,82.0,167.0,152.0,,367.0,420.0,,,42.0,621319.0,,,,,3.0,,,368.0,1734.0,,14.0,0.0,,1.0,5546.6,,,,,,,,,,,,,,,,19487204.0,,,,,,,,,,0.0,3.173,0.0,,,,4630.0,,,,,3.274,,,,,,,,,,,,""
12429321850,"Sep 16, 2024, 11:32:17 PM",Evening flu Run,Run,"",3768,11.47,,,false,"",On Cloudsurfer,activities/12429321850.fit,,,3768.0,3722.0,11473.1,4.124,3.083,10.6,10.3,180.7,186.0,3.8,0.0,,,,,,,,,,,,,,,,,,4.0,,,,,,41.0,0.0,,1.0,11493.0,,,,,,,,,,,,,,,,19487204.0,,,,,,,,,,0.0,3.045,0.0,,,,,,,,,3.088,,,,,,,,,,,,""
12416575295,"Sep 15, 2024, 11:47:24 AM",Morning Flu Run ft nico collins needs to come back,Run,"ive definitely severely underestimated how fast i can dehydrate when sick, even though im already getting better. Thought i drank too much water before i start for a short and silly cutback week but it turned out i probably need more. Major props for the random 20-miler water stations cuz otherwise i would seriously have given into the fatigue from illness",6351,19.32,177.0,191,false,"",On Cloudsurfer,activities/13238229755.fit.gz,,,6351.0,6181.0,19324.9,6.518,3.126,57.0,54.0,173.2,191.2,37.4,0.0,,,118.0,82.0,177.0,157.0,,355.0,1503.0,,,191.0,2195022.0,,,,,7.0,,,356.0,6352.0,,197.0,0.0,,1.0,19453.4,,,,,,,,,,,,,,,,19487204.0,,,,,,,,,,0.0,3.043,0.0,,,,16958.0,,,,,3.147,,,,,,,,,,,,""
